LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,timestamp,hresult,kb_package,session_id,param_count,has_failure,has_warning,has_hresult,event_class
12,2005-12-04,04:51:37,Info,jk2_init,jk2_init() Found child 6736 in scoreboard slot 10,E12,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:51:37,,,,2,False,False,False,INIT
13,2005-12-04,04:51:38,Info,jk2_init,jk2_init() Found child 6733 in scoreboard slot 7,E13,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:51:38,,,,2,False,False,False,INIT
14,2005-12-04,04:51:38,Info,jk2_init,jk2_init() Found child 6734 in scoreboard slot 9,E14,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:51:38,,,,2,False,False,False,INIT
15,2005-12-04,04:51:52,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E15,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:51:52,,,,0,False,False,False,INIT
16,2005-12-04,04:51:52,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E16,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:51:52,,,,0,False,False,False,INIT
17,2005-12-04,04:51:55,Error,mod_jk,mod_jk child workerEnv in error state 6,E17,mod_jk child workerEnv in error state <*>,2005-12-04 04:51:55,,,,1,True,False,False,FAILURE
18,2005-12-04,04:52:04,Info,jk2_init,jk2_init() Found child 6738 in scoreboard slot 6,E18,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:04,,,,2,False,False,False,INIT
19,2005-12-04,04:52:04,Info,jk2_init,jk2_init() Found child 6741 in scoreboard slot 9,E19,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:04,,,,2,False,False,False,INIT
20,2005-12-04,04:52:05,Info,jk2_init,jk2_init() Found child 6740 in scoreboard slot 7,E20,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:05,,,,2,False,False,False,INIT
21,2005-12-04,04:52:05,Info,jk2_init,jk2_init() Found child 6737 in scoreboard slot 8,E21,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:05,,,,2,False,False,False,INIT
22,2005-12-04,04:52:12,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E22,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:12,,,,0,False,False,False,INIT
23,2005-12-04,04:52:12,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E23,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:12,,,,0,False,False,False,INIT
24,2005-12-04,04:52:12,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E24,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:12,,,,0,False,False,False,INIT
25,2005-12-04,04:52:15,Error,mod_jk,mod_jk child workerEnv in error state 6,E25,mod_jk child workerEnv in error state <*>,2005-12-04 04:52:15,,,,1,True,False,False,FAILURE
26,2005-12-04,04:52:15,Error,mod_jk,mod_jk child workerEnv in error state 7,E26,mod_jk child workerEnv in error state <*>,2005-12-04 04:52:15,,,,1,True,False,False,FAILURE
27,2005-12-04,04:52:15,Error,mod_jk,mod_jk child workerEnv in error state 7,E27,mod_jk child workerEnv in error state <*>,2005-12-04 04:52:15,,,,1,True,False,False,FAILURE
28,2005-12-04,04:52:36,Info,jk2_init,jk2_init() Found child 6748 in scoreboard slot 6,E28,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:36,,,,2,False,False,False,INIT
29,2005-12-04,04:52:36,Info,jk2_init,jk2_init() Found child 6744 in scoreboard slot 10,E29,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:36,,,,2,False,False,False,INIT
30,2005-12-04,04:52:36,Info,jk2_init,jk2_init() Found child 6745 in scoreboard slot 8,E30,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:52:36,,,,2,False,False,False,INIT
31,2005-12-04,04:52:49,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E31,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:49,,,,0,False,False,False,INIT
32,2005-12-04,04:52:49,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E32,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:49,,,,0,False,False,False,INIT
33,2005-12-04,04:52:52,Error,mod_jk,mod_jk child workerEnv in error state 7,E33,mod_jk child workerEnv in error state <*>,2005-12-04 04:52:52,,,,1,True,False,False,FAILURE
34,2005-12-04,04:52:52,Error,mod_jk,mod_jk child workerEnv in error state 6,E34,mod_jk child workerEnv in error state <*>,2005-12-04 04:52:52,,,,1,True,False,False,FAILURE
35,2005-12-04,04:53:05,Info,jk2_init,jk2_init() Found child 6750 in scoreboard slot 7,E35,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:53:05,,,,2,False,False,False,INIT
36,2005-12-04,04:53:05,Info,jk2_init,jk2_init() Found child 6751 in scoreboard slot 9,E36,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:53:05,,,,2,False,False,False,INIT
37,2005-12-04,04:53:05,Info,jk2_init,jk2_init() Found child 6752 in scoreboard slot 10,E37,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:53:05,,,,2,False,False,False,INIT
38,2005-12-04,04:53:15,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E38,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:53:15,,,,0,False,False,False,INIT
39,2005-12-04,04:53:15,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E39,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:53:15,,,,0,False,False,False,INIT
40,2005-12-04,04:53:16,Error,mod_jk,mod_jk child workerEnv in error state 7,E40,mod_jk child workerEnv in error state <*>,2005-12-04 04:53:16,,,,1,True,False,False,FAILURE
41,2005-12-04,04:53:16,Error,mod_jk,mod_jk child workerEnv in error state 6,E41,mod_jk child workerEnv in error state <*>,2005-12-04 04:53:16,,,,1,True,False,False,FAILURE
42,2005-12-04,04:53:29,Info,jk2_init,jk2_init() Found child 6754 in scoreboard slot 8,E42,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:53:29,,,,2,False,False,False,INIT
43,2005-12-04,04:53:29,Info,jk2_init,jk2_init() Found child 6755 in scoreboard slot 6,E43,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:53:29,,,,2,False,False,False,INIT
44,2005-12-04,04:53:40,Info,jk2_init,jk2_init() Found child 6756 in scoreboard slot 7,E44,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:53:40,,,,2,False,False,False,INIT
45,2005-12-04,04:53:51,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E45,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:53:51,,,,0,False,False,False,INIT
46,2005-12-04,04:53:54,Error,mod_jk,mod_jk child workerEnv in error state 7,E46,mod_jk child workerEnv in error state <*>,2005-12-04 04:53:54,,,,1,True,False,False,FAILURE
47,2005-12-04,04:54:15,Info,jk2_init,jk2_init() Found child 6763 in scoreboard slot 10,E47,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:54:15,,,,2,False,False,False,INIT
48,2005-12-04,04:54:15,Info,jk2_init,jk2_init() Found child 6766 in scoreboard slot 6,E48,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:54:15,,,,2,False,False,False,INIT
49,2005-12-04,04:54:15,Info,jk2_init,jk2_init() Found child 6767 in scoreboard slot 7,E49,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:54:15,,,,2,False,False,False,INIT
50,2005-12-04,04:54:15,Info,jk2_init,jk2_init() Found child 6765 in scoreboard slot 8,E50,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:54:15,,,,2,False,False,False,INIT
51,2005-12-04,04:54:18,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E51,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,,,,0,False,False,False,INIT
52,2005-12-04,04:54:18,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E52,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,,,,0,False,False,False,INIT
53,2005-12-04,04:54:18,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E53,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,,,,0,False,False,False,INIT
54,2005-12-04,04:54:18,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E54,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,,,,0,False,False,False,INIT
55,2005-12-04,04:54:18,Error,mod_jk,mod_jk child workerEnv in error state 6,E55,mod_jk child workerEnv in error state <*>,2005-12-04 04:54:18,,,,1,True,False,False,FAILURE
56,2005-12-04,04:54:18,Error,mod_jk,mod_jk child workerEnv in error state 6,E56,mod_jk child workerEnv in error state <*>,2005-12-04 04:54:18,,,,1,True,False,False,FAILURE
57,2005-12-04,04:54:18,Error,mod_jk,mod_jk child workerEnv in error state 7,E57,mod_jk child workerEnv in error state <*>,2005-12-04 04:54:18,,,,1,True,False,False,FAILURE
58,2005-12-04,04:54:18,Error,mod_jk,mod_jk child workerEnv in error state 7,E58,mod_jk child workerEnv in error state <*>,2005-12-04 04:54:18,,,,1,True,False,False,FAILURE
59,2005-12-04,04:54:20,Info,jk2_init,jk2_init() Found child 6768 in scoreboard slot 9,E59,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:54:20,,,,2,False,False,False,INIT
60,2005-12-04,04:54:20,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E60,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:20,,,,0,False,False,False,INIT
61,2005-12-04,04:54:20,Error,mod_jk,mod_jk child workerEnv in error state 6,E61,mod_jk child workerEnv in error state <*>,2005-12-04 04:54:20,,,,1,True,False,False,FAILURE
62,2005-12-04,04:56:52,Info,jk2_init,jk2_init() Found child 8527 in scoreboard slot 10,E62,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:56:52,,,,2,False,False,False,INIT
63,2005-12-04,04:56:52,Info,jk2_init,jk2_init() Found child 8533 in scoreboard slot 8,E63,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:56:52,,,,2,False,False,False,INIT
64,2005-12-04,04:56:57,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E64,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:56:57,,,,0,False,False,False,INIT
65,2005-12-04,04:56:57,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E65,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:56:57,,,,0,False,False,False,INIT
66,2005-12-04,04:56:59,Error,mod_jk,mod_jk child workerEnv in error state 6,E66,mod_jk child workerEnv in error state <*>,2005-12-04 04:56:59,,,,1,True,False,False,FAILURE
67,2005-12-04,04:57:00,Error,mod_jk,mod_jk child workerEnv in error state 6,E67,mod_jk child workerEnv in error state <*>,2005-12-04 04:57:00,,,,1,True,False,False,FAILURE
68,2005-12-04,04:57:20,Info,jk2_init,jk2_init() Found child 8536 in scoreboard slot 6,E68,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:57:20,,,,2,False,False,False,INIT
69,2005-12-04,04:57:20,Info,jk2_init,jk2_init() Found child 8539 in scoreboard slot 7,E69,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:57:20,,,,2,False,False,False,INIT
70,2005-12-04,04:57:24,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E70,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:57:24,,,,0,False,False,False,INIT
71,2005-12-04,04:57:24,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E71,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:57:24,,,,0,False,False,False,INIT
72,2005-12-04,04:57:24,Error,mod_jk,mod_jk child workerEnv in error state 6,E72,mod_jk child workerEnv in error state <*>,2005-12-04 04:57:24,,,,1,True,False,False,FAILURE
73,2005-12-04,04:57:24,Error,mod_jk,mod_jk child workerEnv in error state 6,E73,mod_jk child workerEnv in error state <*>,2005-12-04 04:57:24,,,,1,True,False,False,FAILURE
74,2005-12-04,04:57:49,Info,jk2_init,jk2_init() Found child 8541 in scoreboard slot 9,E74,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:57:49,,,,2,False,False,False,INIT
75,2005-12-04,04:58:11,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E75,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:58:11,,,,0,False,False,False,INIT
76,2005-12-04,04:58:18,Error,mod_jk,mod_jk child workerEnv in error state 6,E76,mod_jk child workerEnv in error state <*>,2005-12-04 04:58:18,,,,1,True,False,False,FAILURE
77,2005-12-04,04:58:45,Info,jk2_init,jk2_init() Found child 8547 in scoreboard slot 10,E77,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:58:45,,,,2,False,False,False,INIT
78,2005-12-04,04:58:57,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E78,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:58:57,,,,0,False,False,False,INIT
79,2005-12-04,04:58:58,Error,mod_jk,mod_jk child workerEnv in error state 6,E79,mod_jk child workerEnv in error state <*>,2005-12-04 04:58:58,,,,1,True,False,False,FAILURE
80,2005-12-04,04:59:28,Info,jk2_init,jk2_init() Found child 8554 in scoreboard slot 6,E80,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:59:28,,,,2,False,False,False,INIT
81,2005-12-04,04:59:27,Info,jk2_init,jk2_init() Found child 8553 in scoreboard slot 8,E81,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 04:59:27,,,,2,False,False,False,INIT
82,2005-12-04,04:59:35,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E82,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:59:35,,,,0,False,False,False,INIT
83,2005-12-04,04:59:35,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E83,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:59:35,,,,0,False,False,False,INIT
84,2005-12-04,04:59:38,Error,mod_jk,mod_jk child workerEnv in error state 6,E84,mod_jk child workerEnv in error state <*>,2005-12-04 04:59:38,,,,1,True,False,False,FAILURE
85,2005-12-04,04:59:38,Error,mod_jk,mod_jk child workerEnv in error state 6,E85,mod_jk child workerEnv in error state <*>,2005-12-04 04:59:38,,,,1,True,False,False,FAILURE
86,2005-12-04,05:00:03,Info,jk2_init,jk2_init() Found child 8560 in scoreboard slot 7,E86,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:00:03,,,,2,False,False,False,INIT
87,2005-12-04,05:00:09,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E87,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:00:09,,,,0,False,False,False,INIT
88,2005-12-04,05:00:09,Error,mod_jk,mod_jk child workerEnv in error state 6,E88,mod_jk child workerEnv in error state <*>,2005-12-04 05:00:09,,,,1,True,False,False,FAILURE
89,2005-12-04,05:00:13,Info,jk2_init,jk2_init() Found child 8565 in scoreboard slot 9,E89,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:00:13,,,,2,False,False,False,INIT
90,2005-12-04,05:00:13,Info,jk2_init,jk2_init() Found child 8573 in scoreboard slot 10,E90,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:00:13,,,,2,False,False,False,INIT
91,2005-12-04,05:00:15,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E91,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:00:15,,,,0,False,False,False,INIT
92,2005-12-04,05:00:15,Error,mod_jk,mod_jk child workerEnv in error state 6,E92,mod_jk child workerEnv in error state <*>,2005-12-04 05:00:15,,,,1,True,False,False,FAILURE
93,2005-12-04,05:00:15,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E93,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:00:15,,,,0,False,False,False,INIT
94,2005-12-04,05:00:15,Error,mod_jk,mod_jk child workerEnv in error state 6,E94,mod_jk child workerEnv in error state <*>,2005-12-04 05:00:15,,,,1,True,False,False,FAILURE
95,2005-12-04,05:01:20,Info,jk2_init,jk2_init() Found child 8584 in scoreboard slot 7,E95,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:01:20,,,,2,False,False,False,INIT
96,2005-12-04,05:01:20,Info,jk2_init,jk2_init() Found child 8587 in scoreboard slot 9,E96,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:01:20,,,,2,False,False,False,INIT
97,2005-12-04,05:02:14,Info,jk2_init,jk2_init() Found child 8603 in scoreboard slot 10,E97,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:02:14,,,,2,False,False,False,INIT
98,2005-12-04,05:02:14,Info,jk2_init,jk2_init() Found child 8605 in scoreboard slot 8,E98,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:02:14,,,,2,False,False,False,INIT
99,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8764 in scoreboard slot 10,E99,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
100,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8765 in scoreboard slot 11,E100,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
101,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8763 in scoreboard slot 9,E101,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
102,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8744 in scoreboard slot 8,E102,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
103,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8743 in scoreboard slot 7,E103,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
104,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8738 in scoreboard slot 6,E104,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
105,2005-12-04,05:04:03,Info,jk2_init,jk2_init() Found child 8766 in scoreboard slot 12,E105,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:04:03,,,,2,False,False,False,INIT
106,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E106,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
107,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 7,E107,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
108,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E108,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
109,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 6,E109,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
110,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E110,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
111,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 7,E111,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
112,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E112,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
113,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 7,E113,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
114,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E114,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
115,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 7,E115,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
116,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E116,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
117,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 6,E117,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
118,2005-12-04,05:04:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E118,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,,,,0,False,False,False,INIT
119,2005-12-04,05:04:04,Error,mod_jk,mod_jk child workerEnv in error state 6,E119,mod_jk child workerEnv in error state <*>,2005-12-04 05:04:04,,,,1,True,False,False,FAILURE
120,2005-12-04,05:11:51,Info,jk2_init,jk2_init() Found child 25792 in scoreboard slot 6,E120,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:11:51,,,,2,False,False,False,INIT
121,2005-12-04,05:12:07,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E121,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:12:07,,,,0,False,False,False,INIT
122,2005-12-04,05:12:10,Error,mod_jk,mod_jk child workerEnv in error state 6,E122,mod_jk child workerEnv in error state <*>,2005-12-04 05:12:10,,,,1,True,False,False,FAILURE
123,2005-12-04,05:12:26,Info,jk2_init,jk2_init() Found child 25798 in scoreboard slot 7,E123,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:12:26,,,,2,False,False,False,INIT
124,2005-12-04,05:12:26,Info,jk2_init,jk2_init() Found child 25803 in scoreboard slot 8,E124,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:12:26,,,,2,False,False,False,INIT
125,2005-12-04,05:12:28,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E125,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:12:28,,,,0,False,False,False,INIT
126,2005-12-04,05:12:28,Error,mod_jk,mod_jk child workerEnv in error state 6,E126,mod_jk child workerEnv in error state <*>,2005-12-04 05:12:28,,,,1,True,False,False,FAILURE
127,2005-12-04,05:12:28,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E127,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:12:28,,,,0,False,False,False,INIT
128,2005-12-04,05:12:28,Error,mod_jk,mod_jk child workerEnv in error state 6,E128,mod_jk child workerEnv in error state <*>,2005-12-04 05:12:28,,,,1,True,False,False,FAILURE
129,2005-12-04,05:12:30,Info,jk2_init,jk2_init() Found child 25805 in scoreboard slot 9,E129,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:12:30,,,,2,False,False,False,INIT
130,2005-12-04,05:12:30,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E130,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:12:30,,,,0,False,False,False,INIT
131,2005-12-04,05:12:30,Error,mod_jk,mod_jk child workerEnv in error state 6,E131,mod_jk child workerEnv in error state <*>,2005-12-04 05:12:30,,,,1,True,False,False,FAILURE
132,2005-12-04,05:15:09,Error,client,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,E132,[client <*>.<*>.<*>.<*>] Directory index forbidden by rule: /var/www/html/,2005-12-04 05:15:09,,,,4,True,False,False,FAILURE
133,2005-12-04,05:15:13,Info,jk2_init,jk2_init() Found child 1000 in scoreboard slot 10,E133,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 05:15:13,,,,2,False,False,False,INIT
134,2005-12-04,05:15:16,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E134,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:15:16,,,,0,False,False,False,INIT
